item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM-000900,ORD-00360,PROD-022,1,109.93,10.99
ITEM-000901,ORD-00360,PROD-017,3,295.69,29.57
ITEM-000902,ORD-00360,PROD-017,3,295.69,14.78
ITEM-000903,ORD-00361,PROD-044,2,465.33,46.53
ITEM-000904,ORD-00361,PROD-002,2,126.71,0.0
ITEM-000905,ORD-00361,PROD-017,1,295.69,14.78
ITEM-000906,ORD-00361,PROD-041,1,247.34,24.73
ITEM-000907,ORD-00362,PROD-045,2,48.12,0.0
ITEM-000908,ORD-00363,PROD-036,1,126.11,6.31
ITEM-000909,ORD-00364,PROD-032,3,281.69,0.0
ITEM-000910,ORD-00364,PROD-016,3,406.34,0.0
ITEM-000911,ORD-00365,PROD-010,1,318.94,0.0
ITEM-000912,ORD-00365,PROD-006,3,113.98,11.4
ITEM-000913,ORD-00365,PROD-032,3,281.69,0.0
ITEM-000914,ORD-00366,PROD-032,1,281.69,28.17
ITEM-000915,ORD-00366,PROD-018,2,188.76,0.0
ITEM-000916,ORD-00366,PROD-049,3,467.61,0.0
ITEM-000917,ORD-00367,PROD-044,1,465.33,23.27
ITEM-000918,ORD-00367,PROD-008,3,312.09,31.21
ITEM-000919,ORD-00367,PROD-030,2,85.5,8.55
ITEM-000920,ORD-00367,PROD-001,1,256.5,25.65
ITEM-000921,ORD-00368,PROD-012,3,149.72,7.49
ITEM-000922,ORD-00368,PROD-016,2,406.34,20.32
ITEM-000923,ORD-00368,PROD-040,2,123.57,6.18
ITEM-000924,ORD-00369,PROD-024,2,56.54,2.83
ITEM-000925,ORD-00369,PROD-029,1,99.26,9.93
ITEM-000926,ORD-00369,PROD-009,3,117.89,11.79
ITEM-000927,ORD-00370,PROD-025,1,288.11,0.0
ITEM-000928,ORD-00370,PROD-048,1,42.37,2.12
ITEM-000929,ORD-00370,PROD-001,1,256.5,12.83
ITEM-000930,ORD-00370,PROD-032,1,281.69,28.17
ITEM-000931,ORD-00371,PROD-026,1,164.85,16.48
ITEM-000932,ORD-00372,PROD-029,3,99.26,4.96
ITEM-000933,ORD-00373,PROD-023,1,46.94,2.35
ITEM-000934,ORD-00373,PROD-008,2,312.09,31.21
ITEM-000935,ORD-00373,PROD-039,1,420.93,42.09
ITEM-000936,ORD-00374,PROD-050,3,504.6,25.23
ITEM-000937,ORD-00374,PROD-006,2,113.98,11.4
ITEM-000938,ORD-00374,PROD-019,2,403.17,40.32
ITEM-000939,ORD-00374,PROD-010,1,318.94,31.89
ITEM-000940,ORD-00375,PROD-006,1,113.98,5.7
ITEM-000941,ORD-00376,PROD-018,2,188.76,9.44
ITEM-000942,ORD-00376,PROD-048,3,42.37,4.24
ITEM-000943,ORD-00376,PROD-029,2,99.26,0.0
ITEM-000944,ORD-00376,PROD-012,1,149.72,0.0
ITEM-000945,ORD-00377,PROD-014,1,49.75,2.49
ITEM-000946,ORD-00378,PROD-034,1,100.57,0.0
ITEM-000947,ORD-00378,PROD-017,3,295.69,0.0
ITEM-000948,ORD-00378,PROD-006,3,113.98,5.7
ITEM-000949,ORD-00378,PROD-020,1,412.9,0.0
ITEM-000950,ORD-00379,PROD-002,1,126.71,12.67
ITEM-000951,ORD-00379,PROD-023,2,46.94,2.35
ITEM-000952,ORD-00380,PROD-038,3,299.68,14.98
ITEM-000953,ORD-00380,PROD-041,3,247.34,24.73
ITEM-000954,ORD-00381,PROD-031,3,481.08,0.0
ITEM-000955,ORD-00381,PROD-006,2,113.98,5.7
ITEM-000956,ORD-00381,PROD-024,2,56.54,2.83
ITEM-000957,ORD-00382,PROD-023,2,46.94,2.35
ITEM-000958,ORD-00382,PROD-035,1,145.51,14.55
ITEM-000959,ORD-00383,PROD-039,1,420.93,0.0
ITEM-000960,ORD-00383,PROD-036,2,126.11,0.0
ITEM-000961,ORD-00383,PROD-027,3,154.59,7.73
ITEM-000962,ORD-00384,PROD-015,2,409.71,0.0
ITEM-000963,ORD-00384,PROD-028,3,317.59,0.0
ITEM-000964,ORD-00384,PROD-034,3,100.57,10.06
ITEM-000965,ORD-00384,PROD-044,2,465.33,23.27
ITEM-000966,ORD-00385,PROD-008,3,312.09,15.6
ITEM-000967,ORD-00385,PROD-040,2,123.57,6.18
ITEM-000968,ORD-00385,PROD-045,3,48.12,2.41
ITEM-000969,ORD-00386,PROD-012,1,149.72,7.49
ITEM-000970,ORD-00387,PROD-010,1,318.94,15.95
ITEM-000971,ORD-00388,PROD-030,3,85.5,0.0
ITEM-000972,ORD-00388,PROD-022,1,109.93,0.0
ITEM-000973,ORD-00388,PROD-004,2,361.03,18.05
ITEM-000974,ORD-00389,PROD-008,3,312.09,0.0
ITEM-000975,ORD-00390,PROD-034,3,100.57,0.0
ITEM-000976,ORD-00391,PROD-048,3,42.37,4.24
ITEM-000977,ORD-00392,PROD-043,1,177.38,0.0
ITEM-000978,ORD-00393,PROD-026,1,164.85,0.0
ITEM-000979,ORD-00394,PROD-016,1,406.34,20.32
ITEM-000980,ORD-00395,PROD-045,3,48.12,0.0
ITEM-000981,ORD-00395,PROD-009,2,117.89,0.0
ITEM-000982,ORD-00396,PROD-023,3,46.94,0.0
ITEM-000983,ORD-00396,PROD-017,1,295.69,14.78
ITEM-000984,ORD-00396,PROD-046,2,67.45,6.75
ITEM-000985,ORD-00396,PROD-019,3,403.17,40.32
ITEM-000986,ORD-00397,PROD-018,3,188.76,18.88
ITEM-000987,ORD-00397,PROD-011,1,401.86,40.19
ITEM-000988,ORD-00397,PROD-010,2,318.94,15.95
ITEM-000989,ORD-00397,PROD-017,3,295.69,14.78
ITEM-000990,ORD-00398,PROD-002,3,126.71,6.34
ITEM-000991,ORD-00398,PROD-050,3,504.6,0.0
ITEM-000992,ORD-00399,PROD-050,3,504.6,0.0
ITEM-000993,ORD-00399,PROD-040,2,123.57,6.18
ITEM-000994,ORD-00399,PROD-027,3,154.59,7.73
ITEM-000995,ORD-00399,PROD-008,1,312.09,31.21
ITEM-000996,ORD-00400,PROD-007,2,24.77,0.0
ITEM-000997,ORD-00400,PROD-007,1,24.77,2.48
