movement_id,timestamp,warehouse_id,product_id,movement_type,direction,quantity,unit_cost,reference_doc,notes
MOV-01001,2024-06-09 13:30:00,WH-HCM01,PROD-046,OUTBOUND_SALE,OUT,5,146.15,SO-26193,Xuat ban hang khach le & doanh nghiep
MOV-01002,2024-06-09 16:30:00,WH-DN01,PROD-041,OUTBOUND_SALE,OUT,8,66.18,SO-21181,Xuat ban hang khach le & doanh nghiep
MOV-01003,2024-06-09 22:30:00,WH-HCM01,PROD-040,INBOUND_PO,IN,30,140.66,PO-2024-050,Nhap hang theo don mua nha cung cap
MOV-01004,2024-06-10 04:30:00,WH-HN01,PROD-022,OUTBOUND_SALE,OUT,12,159.45,SO-96445,Xuat ban hang khach le & doanh nghiep
MOV-01005,2024-06-10 08:30:00,WH-HN01,PROD-012,OUTBOUND_SALE,OUT,14,41.1,SO-16725,Xuat ban hang khach le & doanh nghiep
MOV-01006,2024-06-10 20:30:00,WH-HN01,PROD-008,OUTBOUND_SALE,OUT,5,83.24,SO-36588,Xuat ban hang khach le & doanh nghiep
MOV-01007,2024-06-10 23:30:00,WH-DN01,PROD-001,OUTBOUND_SALE,OUT,7,108.8,SO-75225,Xuat ban hang khach le & doanh nghiep
MOV-01008,2024-06-11 17:30:00,WH-DN01,PROD-006,OUTBOUND_SALE,OUT,12,57.46,SO-88656,Xuat ban hang khach le & doanh nghiep
MOV-01009,2024-06-12 05:30:00,WH-HN01,PROD-043,OUTBOUND_SALE,OUT,12,149.1,SO-89073,Xuat ban hang khach le & doanh nghiep
MOV-01010,2024-06-13 03:30:00,WH-HN01,PROD-050,RETURN_CUSTOMER,IN,2,25.12,RMA-6289,Khach tra hang da kiem tra dat tieu chuan
MOV-01011,2024-06-13 11:30:00,WH-HN01,PROD-008,OUTBOUND_SALE,OUT,14,83.24,SO-45968,Xuat ban hang khach le & doanh nghiep
MOV-01012,2024-06-13 16:30:00,WH-HCM01,PROD-014,OUTBOUND_SALE,OUT,14,41.2,SO-37400,Xuat ban hang khach le & doanh nghiep
MOV-01013,2024-06-13 19:30:00,WH-HCM01,PROD-041,OUTBOUND_SALE,OUT,11,66.18,SO-21491,Xuat ban hang khach le & doanh nghiep
MOV-01014,2024-06-14 01:30:00,WH-HCM01,PROD-046,INBOUND_PO,IN,38,146.15,PO-2024-056,Nhap hang theo don mua nha cung cap
MOV-01015,2024-06-14 06:30:00,WH-HCM01,PROD-040,OUTBOUND_SALE,OUT,8,140.66,SO-27001,Xuat ban hang khach le & doanh nghiep
MOV-01016,2024-06-14 12:30:00,WH-HCM01,PROD-032,OUTBOUND_SALE,OUT,10,94.58,SO-33580,Xuat ban hang khach le & doanh nghiep
MOV-01017,2024-06-14 16:30:00,WH-HN01,PROD-001,INBOUND_PO,IN,27,108.8,PO-2024-004,Nhap hang theo don mua nha cung cap
MOV-01018,2024-06-14 22:30:00,WH-HN01,PROD-048,OUTBOUND_SALE,OUT,4,159.35,SO-90649,Xuat ban hang khach le & doanh nghiep
MOV-01019,2024-06-15 04:30:00,WH-DN01,PROD-023,OUTBOUND_SALE,OUT,11,114.8,SO-93558,Xuat ban hang khach le & doanh nghiep
MOV-01020,2024-06-15 08:30:00,WH-HN01,PROD-045,OUTBOUND_SALE,OUT,7,51.57,SO-43347,Xuat ban hang khach le & doanh nghiep
MOV-01021,2024-06-15 16:30:00,WH-HN01,PROD-044,INBOUND_PO,IN,41,94.76,PO-2024-045,Nhap hang theo don mua nha cung cap
MOV-01022,2024-06-15 22:30:00,WH-HCM01,PROD-002,INBOUND_PO,IN,31,122.58,PO-2024-025,Nhap hang theo don mua nha cung cap
MOV-01023,2024-06-16 03:30:00,WH-HCM01,PROD-031,INBOUND_PO,IN,50,152.45,PO-2024-005,Nhap hang theo don mua nha cung cap
MOV-01024,2024-06-16 07:30:00,WH-HCM01,PROD-030,OUTBOUND_SALE,OUT,11,27.83,SO-53923,Xuat ban hang khach le & doanh nghiep
MOV-01025,2024-06-16 13:30:00,WH-DN01,PROD-048,INBOUND_PO,IN,23,159.35,PO-2024-069,Nhap hang theo don mua nha cung cap
MOV-01026,2024-06-16 18:30:00,WH-HCM01,PROD-021,OUTBOUND_SALE,OUT,11,130.48,SO-80239,Xuat ban hang khach le & doanh nghiep
MOV-01027,2024-06-16 21:30:00,WH-HCM01,PROD-022,OUTBOUND_SALE,OUT,8,159.45,SO-18678,Xuat ban hang khach le & doanh nghiep
MOV-01028,2024-06-17 01:30:00,WH-HN01,PROD-022,OUTBOUND_SALE,OUT,9,159.45,SO-92118,Xuat ban hang khach le & doanh nghiep
MOV-01029,2024-06-17 05:30:00,WH-DN01,PROD-012,OUTBOUND_SALE,OUT,12,41.1,SO-25315,Xuat ban hang khach le & doanh nghiep
MOV-01030,2024-06-17 10:30:00,WH-DN01,PROD-046,INBOUND_PO,IN,22,146.15,PO-2024-035,Nhap hang theo don mua nha cung cap
MOV-01031,2024-06-17 16:30:00,WH-HN01,PROD-024,OUTBOUND_SALE,OUT,10,33.84,SO-49666,Xuat ban hang khach le & doanh nghiep
MOV-01032,2024-06-17 20:30:00,WH-HN01,PROD-008,OUTBOUND_SALE,OUT,8,83.24,SO-14901,Xuat ban hang khach le & doanh nghiep
MOV-01033,2024-06-18 00:30:00,WH-DN01,PROD-033,TRANSFER_OUT,OUT,10,159.31,TRF-8907,Dieu chuyen xuat sang WH-HN01
MOV-01035,2024-06-18 04:30:00,WH-DN01,PROD-047,OUTBOUND_SALE,OUT,11,129.34,SO-50679,Xuat ban hang khach le & doanh nghiep
MOV-01036,2024-06-18 09:30:00,WH-HN01,PROD-034,OUTBOUND_SALE,OUT,13,35.18,SO-27395,Xuat ban hang khach le & doanh nghiep
MOV-01037,2024-06-18 13:30:00,WH-DN01,PROD-025,INBOUND_PO,IN,53,142.37,PO-2024-015,Nhap hang theo don mua nha cung cap
MOV-01038,2024-06-18 16:30:00,WH-HN01,PROD-044,OUTBOUND_SALE,OUT,12,94.76,SO-21413,Xuat ban hang khach le & doanh nghiep
MOV-01039,2024-06-18 21:30:00,WH-HN01,PROD-007,OUTBOUND_SALE,OUT,11,31.73,SO-96374,Xuat ban hang khach le & doanh nghiep
MOV-01034,2024-06-19 00:30:00,WH-HN01,PROD-033,TRANSFER_IN,IN,10,159.31,TRF-8907,Dieu chuyen nhap tu WH-DN01
MOV-01040,2024-06-19 02:30:00,WH-DN01,PROD-041,OUTBOUND_SALE,OUT,6,66.18,SO-52058,Xuat ban hang khach le & doanh nghiep
MOV-01041,2024-06-19 06:30:00,WH-DN01,PROD-035,OUTBOUND_SALE,OUT,8,50.68,SO-67817,Xuat ban hang khach le & doanh nghiep
MOV-01042,2024-06-19 09:30:00,WH-HN01,PROD-018,OUTBOUND_SALE,OUT,4,53.02,SO-11999,Xuat ban hang khach le & doanh nghiep
MOV-01043,2024-06-19 12:30:00,WH-DN01,PROD-036,OUTBOUND_SALE,OUT,8,50.51,SO-45527,Xuat ban hang khach le & doanh nghiep
MOV-01044,2024-06-19 16:30:00,WH-DN01,PROD-037,RETURN_CUSTOMER,IN,1,57.54,RMA-3806,Khach tra hang da kiem tra dat tieu chuan
MOV-01045,2024-06-19 19:30:00,WH-DN01,PROD-035,OUTBOUND_SALE,OUT,10,50.68,SO-16648,Xuat ban hang khach le & doanh nghiep
MOV-01046,2024-06-19 23:30:00,WH-HCM01,PROD-004,OUTBOUND_SALE,OUT,4,110.28,SO-60279,Xuat ban hang khach le & doanh nghiep
MOV-01047,2024-06-20 02:30:00,WH-DN01,PROD-012,OUTBOUND_SALE,OUT,14,41.1,SO-88134,Xuat ban hang khach le & doanh nghiep
MOV-01048,2024-06-20 08:30:00,WH-DN01,PROD-022,OUTBOUND_SALE,OUT,6,159.45,SO-97932,Xuat ban hang khach le & doanh nghiep
MOV-01049,2024-06-20 11:30:00,WH-DN01,PROD-037,RETURN_VENDOR,OUT,1,57.54,RTV-2522,Tra hang loi cho nha cung cap
MOV-01050,2024-06-20 17:30:00,WH-DN01,PROD-044,OUTBOUND_SALE,OUT,12,94.76,SO-71000,Xuat ban hang khach le & doanh nghiep
MOV-01051,2024-06-20 23:30:00,WH-HN01,PROD-010,OUTBOUND_SALE,OUT,12,27.88,SO-43823,Xuat ban hang khach le & doanh nghiep
MOV-01052,2024-06-21 09:30:00,WH-DN01,PROD-030,INBOUND_PO,IN,51,27.83,PO-2024-004,Nhap hang theo don mua nha cung cap
MOV-01053,2024-06-21 12:30:00,WH-DN01,PROD-031,OUTBOUND_SALE,OUT,3,152.45,SO-32387,Xuat ban hang khach le & doanh nghiep
MOV-01054,2024-06-21 17:30:00,WH-HCM01,PROD-037,INBOUND_PO,IN,28,57.54,PO-2024-068,Nhap hang theo don mua nha cung cap
MOV-01055,2024-06-21 20:30:00,WH-HCM01,PROD-007,OUTBOUND_SALE,OUT,8,31.73,SO-82895,Xuat ban hang khach le & doanh nghiep
MOV-01056,2024-06-21 23:30:00,WH-HCM01,PROD-030,INBOUND_PO,IN,45,27.83,PO-2024-080,Nhap hang theo don mua nha cung cap
MOV-01057,2024-06-22 05:30:00,WH-HN01,PROD-036,OUTBOUND_SALE,OUT,5,50.51,SO-73225,Xuat ban hang khach le & doanh nghiep
MOV-01058,2024-06-22 17:30:00,WH-DN01,PROD-037,INBOUND_PO,IN,41,57.54,PO-2024-072,Nhap hang theo don mua nha cung cap
MOV-01059,2024-06-22 21:30:00,WH-HCM01,PROD-005,OUTBOUND_SALE,OUT,14,132.94,SO-85260,Xuat ban hang khach le & doanh nghiep
MOV-01060,2024-06-23 03:30:00,WH-HCM01,PROD-030,OUTBOUND_SALE,OUT,8,27.83,SO-82756,Xuat ban hang khach le & doanh nghiep
MOV-01061,2024-06-23 06:30:00,WH-HN01,PROD-020,INBOUND_PO,IN,45,30.91,PO-2024-009,Nhap hang theo don mua nha cung cap
MOV-01062,2024-06-23 09:30:00,WH-HCM01,PROD-050,INBOUND_PO,IN,44,25.12,PO-2024-043,Nhap hang theo don mua nha cung cap
MOV-01063,2024-06-23 15:30:00,WH-HN01,PROD-006,OUTBOUND_SALE,OUT,6,57.46,SO-28208,Xuat ban hang khach le & doanh nghiep
MOV-01064,2024-06-23 18:30:00,WH-HCM01,PROD-010,INBOUND_PO,IN,48,27.88,PO-2024-071,Nhap hang theo don mua nha cung cap
MOV-01065,2024-06-24 03:30:00,WH-DN01,PROD-020,OUTBOUND_SALE,OUT,12,30.91,SO-99071,Xuat ban hang khach le & doanh nghiep
MOV-01066,2024-06-24 08:30:00,WH-DN01,PROD-046,TRANSFER_OUT,OUT,4,146.15,TRF-1133,Dieu chuyen xuat sang WH-HCM01
MOV-01068,2024-06-24 12:30:00,WH-HN01,PROD-024,TRANSFER_OUT,OUT,4,33.84,TRF-6885,Dieu chuyen xuat sang WH-DN01
MOV-01070,2024-06-24 17:30:00,WH-HN01,PROD-028,TRANSFER_OUT,OUT,9,20.77,TRF-6212,Dieu chuyen xuat sang WH-HCM01
MOV-01072,2024-06-24 23:30:00,WH-HCM01,PROD-014,OUTBOUND_SALE,OUT,13,41.2,SO-32729,Xuat ban hang khach le & doanh nghiep
MOV-01073,2024-06-25 05:30:00,WH-HCM01,PROD-025,OUTBOUND_SALE,OUT,8,142.37,SO-64687,Xuat ban hang khach le & doanh nghiep
MOV-01069,2024-06-25 12:30:00,WH-DN01,PROD-024,TRANSFER_IN,IN,4,33.84,TRF-6885,Dieu chuyen nhap tu WH-HN01
MOV-01074,2024-06-25 13:30:00,WH-HCM01,PROD-002,OUTBOUND_SALE,OUT,5,122.58,SO-73792,Xuat ban hang khach le & doanh nghiep
MOV-01075,2024-06-25 19:30:00,WH-HN01,PROD-006,RETURN_VENDOR,OUT,1,57.46,RTV-7813,Tra hang loi cho nha cung cap
MOV-01067,2024-06-25 20:30:00,WH-HCM01,PROD-046,TRANSFER_IN,IN,4,146.15,TRF-1133,Dieu chuyen nhap tu WH-DN01
MOV-01076,2024-06-26 01:30:00,WH-HCM01,PROD-039,TRANSFER_OUT,OUT,8,31.39,TRF-3945,Dieu chuyen xuat sang WH-DN01
MOV-01071,2024-06-26 05:30:00,WH-HCM01,PROD-028,TRANSFER_IN,IN,9,20.77,TRF-6212,Dieu chuyen nhap tu WH-HN01
MOV-01078,2024-06-26 07:30:00,WH-DN01,PROD-025,OUTBOUND_SALE,OUT,8,142.37,SO-39588,Xuat ban hang khach le & doanh nghiep
MOV-01079,2024-06-26 11:30:00,WH-HN01,PROD-037,OUTBOUND_SALE,OUT,10,57.54,SO-41031,Xuat ban hang khach le & doanh nghiep
MOV-01080,2024-06-26 16:30:00,WH-HCM01,PROD-037,OUTBOUND_SALE,OUT,8,57.54,SO-14385,Xuat ban hang khach le & doanh nghiep
MOV-01081,2024-06-26 19:30:00,WH-HCM01,PROD-024,OUTBOUND_SALE,OUT,4,33.84,SO-86056,Xuat ban hang khach le & doanh nghiep
MOV-01082,2024-06-27 01:30:00,WH-HN01,PROD-010,RETURN_VENDOR,OUT,3,27.88,RTV-9624,Tra hang loi cho nha cung cap
MOV-01083,2024-06-27 06:30:00,WH-HN01,PROD-034,OUTBOUND_SALE,OUT,7,35.18,SO-21592,Xuat ban hang khach le & doanh nghiep
MOV-01077,2024-06-27 13:30:00,WH-DN01,PROD-039,TRANSFER_IN,IN,8,31.39,TRF-3945,Dieu chuyen nhap tu WH-HCM01
MOV-01084,2024-06-27 13:30:00,WH-HCM01,PROD-038,INBOUND_PO,IN,39,99.09,PO-2024-083,Nhap hang theo don mua nha cung cap
MOV-01085,2024-06-27 16:30:00,WH-HCM01,PROD-050,TRANSFER_OUT,OUT,7,25.12,TRF-8438,Dieu chuyen xuat sang WH-HN01
MOV-01087,2024-06-28 01:30:00,WH-HCM01,PROD-048,OUTBOUND_SALE,OUT,7,159.35,SO-83886,Xuat ban hang khach le & doanh nghiep
MOV-01088,2024-06-28 06:30:00,WH-DN01,PROD-038,OUTBOUND_SALE,OUT,5,99.09,SO-85085,Xuat ban hang khach le & doanh nghiep
MOV-01089,2024-06-28 09:30:00,WH-DN01,PROD-048,OUTBOUND_SALE,OUT,12,159.35,SO-13578,Xuat ban hang khach le & doanh nghiep
MOV-01090,2024-06-28 14:30:00,WH-HN01,PROD-033,OUTBOUND_SALE,OUT,4,159.31,SO-46418,Xuat ban hang khach le & doanh nghiep
MOV-01091,2024-06-28 19:30:00,WH-DN01,PROD-018,OUTBOUND_SALE,OUT,7,53.02,SO-11861,Xuat ban hang khach le & doanh nghiep
MOV-01092,2024-06-28 22:30:00,WH-HCM01,PROD-048,OUTBOUND_SALE,OUT,5,159.35,SO-96396,Xuat ban hang khach le & doanh nghiep
MOV-01086,2024-06-29 04:30:00,WH-HN01,PROD-050,TRANSFER_IN,IN,7,25.12,TRF-8438,Dieu chuyen nhap tu WH-HCM01
MOV-01093,2024-06-29 04:30:00,WH-HN01,PROD-017,OUTBOUND_SALE,OUT,14,74.18,SO-40958,Xuat ban hang khach le & doanh nghiep
MOV-01094,2024-06-29 10:30:00,WH-HCM01,PROD-003,OUTBOUND_SALE,OUT,8,22.23,SO-21062,Xuat ban hang khach le & doanh nghiep
MOV-01095,2024-06-29 14:30:00,WH-HN01,PROD-032,OUTBOUND_SALE,OUT,9,94.58,SO-60222,Xuat ban hang khach le & doanh nghiep
MOV-01096,2024-06-29 18:30:00,WH-HCM01,PROD-041,OUTBOUND_SALE,OUT,5,66.18,SO-37637,Xuat ban hang khach le & doanh nghiep
MOV-01097,2024-06-29 23:30:00,WH-DN01,PROD-049,OUTBOUND_SALE,OUT,4,48.91,SO-16884,Xuat ban hang khach le & doanh nghiep
MOV-01098,2024-06-30 03:30:00,WH-DN01,PROD-020,OUTBOUND_SALE,OUT,10,30.91,SO-79798,Xuat ban hang khach le & doanh nghiep
MOV-01099,2024-06-30 07:30:00,WH-HCM01,PROD-025,OUTBOUND_SALE,OUT,10,142.37,SO-44422,Xuat ban hang khach le & doanh nghiep
MOV-01100,2024-06-30 16:30:00,WH-DN01,PROD-025,TRANSFER_OUT,OUT,8,142.37,TRF-1672,Dieu chuyen xuat sang WH-HCM01
MOV-01102,2024-06-30 21:30:00,WH-DN01,PROD-040,RETURN_CUSTOMER,IN,3,140.66,RMA-5466,Khach tra hang da kiem tra dat tieu chuan
MOV-02015,2024-06-30 23:00:00,WH-HN01,PROD-022,AUDIT_ADJUSTMENT,OUT,1,159.45,AUD-0016,Dieu chinh kiem ke: Ghi giam
MOV-02016,2024-06-30 23:00:00,WH-HCM01,PROD-049,AUDIT_ADJUSTMENT,IN,1,48.91,AUD-0017,Dieu chinh kiem ke: Ghi tang
MOV-02017,2024-06-30 23:00:00,WH-HCM01,PROD-009,AUDIT_ADJUSTMENT,OUT,1,135.78,AUD-0019,Dieu chinh kiem ke: Ghi giam
MOV-02018,2024-06-30 23:00:00,WH-DN01,PROD-043,AUDIT_ADJUSTMENT,OUT,2,149.1,AUD-0023,Dieu chinh kiem ke: Ghi giam
MOV-02019,2024-06-30 23:00:00,WH-HN01,PROD-048,AUDIT_ADJUSTMENT,IN,1,159.35,AUD-0024,Dieu chinh kiem ke: Ghi tang
MOV-02020,2024-06-30 23:00:00,WH-DN01,PROD-016,AUDIT_ADJUSTMENT,OUT,1,56.02,AUD-0025,Dieu chinh kiem ke: Ghi giam
MOV-02021,2024-06-30 23:00:00,WH-HN01,PROD-003,AUDIT_ADJUSTMENT,OUT,2,22.23,AUD-0029,Dieu chinh kiem ke: Ghi giam
MOV-02022,2024-06-30 23:00:00,WH-HCM01,PROD-023,AUDIT_ADJUSTMENT,OUT,1,114.8,AUD-0030,Dieu chinh kiem ke: Ghi giam
MOV-01103,2024-07-01 02:30:00,WH-HN01,PROD-017,OUTBOUND_SALE,OUT,13,74.18,SO-86569,Xuat ban hang khach le & doanh nghiep
MOV-01104,2024-07-01 08:30:00,WH-HCM01,PROD-048,OUTBOUND_SALE,OUT,6,159.35,SO-98065,Xuat ban hang khach le & doanh nghiep
MOV-01101,2024-07-01 16:30:00,WH-HCM01,PROD-025,TRANSFER_IN,IN,8,142.37,TRF-1672,Dieu chuyen nhap tu WH-DN01
MOV-01105,2024-07-01 16:30:00,WH-HN01,PROD-044,OUTBOUND_SALE,OUT,3,94.76,SO-18906,Xuat ban hang khach le & doanh nghiep
MOV-01106,2024-07-01 19:30:00,WH-HCM01,PROD-007,OUTBOUND_SALE,OUT,13,31.73,SO-68450,Xuat ban hang khach le & doanh nghiep
MOV-01107,2024-07-02 00:30:00,WH-DN01,PROD-017,OUTBOUND_SALE,OUT,6,74.18,SO-14461,Xuat ban hang khach le & doanh nghiep
MOV-01108,2024-07-02 07:30:00,WH-HCM01,PROD-008,RETURN_CUSTOMER,IN,3,83.24,RMA-2965,Khach tra hang da kiem tra dat tieu chuan
MOV-01109,2024-07-02 10:30:00,WH-HN01,PROD-025,TRANSFER_OUT,OUT,4,142.37,TRF-4018,Dieu chuyen xuat sang WH-DN01
MOV-01111,2024-07-02 15:30:00,WH-HN01,PROD-041,OUTBOUND_SALE,OUT,10,66.18,SO-46226,Xuat ban hang khach le & doanh nghiep
MOV-01112,2024-07-02 21:30:00,WH-HCM01,PROD-050,INBOUND_PO,IN,40,25.12,PO-2024-033,Nhap hang theo don mua nha cung cap
MOV-01113,2024-07-03 01:30:00,WH-DN01,PROD-050,INBOUND_PO,IN,23,25.12,PO-2024-050,Nhap hang theo don mua nha cung cap
MOV-01114,2024-07-03 07:30:00,WH-HN01,PROD-017,OUTBOUND_SALE,OUT,7,74.18,SO-33321,Xuat ban hang khach le & doanh nghiep
MOV-01115,2024-07-03 13:30:00,WH-HN01,PROD-040,OUTBOUND_SALE,OUT,9,140.66,SO-33388,Xuat ban hang khach le & doanh nghiep
MOV-01116,2024-07-03 19:30:00,WH-HCM01,PROD-050,OUTBOUND_SALE,OUT,9,25.12,SO-38624,Xuat ban hang khach le & doanh nghiep
MOV-01110,2024-07-03 22:30:00,WH-DN01,PROD-025,TRANSFER_IN,IN,4,142.37,TRF-4018,Dieu chuyen nhap tu WH-HN01
MOV-01117,2024-07-03 22:30:00,WH-HCM01,PROD-017,TRANSFER_OUT,OUT,4,74.18,TRF-2194,Dieu chuyen xuat sang WH-HN01
MOV-01119,2024-07-04 03:30:00,WH-HN01,PROD-032,INBOUND_PO,IN,29,94.58,PO-2024-088,Nhap hang theo don mua nha cung cap
MOV-01120,2024-07-04 06:30:00,WH-HCM01,PROD-025,RETURN_CUSTOMER,IN,2,142.37,RMA-3483,Khach tra hang da kiem tra dat tieu chuan
MOV-01121,2024-07-04 17:30:00,WH-HCM01,PROD-050,OUTBOUND_SALE,OUT,4,25.12,SO-80795,Xuat ban hang khach le & doanh nghiep
MOV-01122,2024-07-04 21:30:00,WH-HCM01,PROD-050,OUTBOUND_SALE,OUT,10,25.12,SO-25886,Xuat ban hang khach le & doanh nghiep
MOV-01118,2024-07-04 22:30:00,WH-HN01,PROD-017,TRANSFER_IN,IN,4,74.18,TRF-2194,Dieu chuyen nhap tu WH-HCM01
MOV-01123,2024-07-05 02:30:00,WH-DN01,PROD-026,OUTBOUND_SALE,OUT,3,141.61,SO-92873,Xuat ban hang khach le & doanh nghiep
MOV-01124,2024-07-05 05:30:00,WH-DN01,PROD-006,OUTBOUND_SALE,OUT,10,57.46,SO-48005,Xuat ban hang khach le & doanh nghiep
MOV-01125,2024-07-05 09:30:00,WH-HN01,PROD-025,OUTBOUND_SALE,OUT,13,142.37,SO-35035,Xuat ban hang khach le & doanh nghiep
MOV-01126,2024-07-05 14:30:00,WH-HN01,PROD-041,INBOUND_PO,IN,42,66.18,PO-2024-065,Nhap hang theo don mua nha cung cap
MOV-01127,2024-07-05 17:30:00,WH-DN01,PROD-048,TRANSFER_OUT,OUT,5,159.35,TRF-1584,Dieu chuyen xuat sang WH-HN01
MOV-01129,2024-07-05 20:30:00,WH-HCM01,PROD-016,INBOUND_PO,IN,51,56.02,PO-2024-051,Nhap hang theo don mua nha cung cap
MOV-01130,2024-07-05 23:30:00,WH-HCM01,PROD-020,INBOUND_PO,IN,51,30.91,PO-2024-071,Nhap hang theo don mua nha cung cap
MOV-01131,2024-07-06 05:30:00,WH-HN01,PROD-003,RETURN_VENDOR,OUT,2,22.23,RTV-1918,Tra hang loi cho nha cung cap
MOV-01132,2024-07-06 10:30:00,WH-HN01,PROD-026,INBOUND_PO,IN,27,141.61,PO-2024-028,Nhap hang theo don mua nha cung cap
MOV-01133,2024-07-06 16:30:00,WH-HCM01,PROD-010,RETURN_CUSTOMER,IN,3,27.88,RMA-4817,Khach tra hang da kiem tra dat tieu chuan
MOV-01128,2024-07-06 17:30:00,WH-HN01,PROD-048,TRANSFER_IN,IN,5,159.35,TRF-1584,Dieu chuyen nhap tu WH-DN01
MOV-01134,2024-07-06 19:30:00,WH-HN01,PROD-032,OUTBOUND_SALE,OUT,13,94.58,SO-12498,Xuat ban hang khach le & doanh nghiep
MOV-01135,2024-07-07 05:30:00,WH-HCM01,PROD-004,OUTBOUND_SALE,OUT,7,110.28,SO-22752,Xuat ban hang khach le & doanh nghiep
MOV-01136,2024-07-07 11:30:00,WH-HCM01,PROD-005,OUTBOUND_SALE,OUT,4,132.94,SO-24965,Xuat ban hang khach le & doanh nghiep
MOV-01137,2024-07-07 20:30:00,WH-DN01,PROD-022,INBOUND_PO,IN,45,159.45,PO-2024-043,Nhap hang theo don mua nha cung cap
MOV-01138,2024-07-07 23:30:00,WH-HCM01,PROD-035,RETURN_VENDOR,OUT,1,50.68,RTV-6268,Tra hang loi cho nha cung cap
MOV-01139,2024-07-08 03:30:00,WH-HCM01,PROD-012,INBOUND_PO,IN,41,41.1,PO-2024-009,Nhap hang theo don mua nha cung cap
MOV-01140,2024-07-08 06:30:00,WH-DN01,PROD-011,OUTBOUND_SALE,OUT,14,141.04,SO-58487,Xuat ban hang khach le & doanh nghiep
MOV-01141,2024-07-08 10:30:00,WH-HCM01,PROD-003,OUTBOUND_SALE,OUT,3,22.23,SO-23102,Xuat ban hang khach le & doanh nghiep
MOV-01142,2024-07-08 16:30:00,WH-HN01,PROD-032,INBOUND_PO,IN,25,94.58,PO-2024-001,Nhap hang theo don mua nha cung cap
MOV-01143,2024-07-09 00:30:00,WH-DN01,PROD-045,OUTBOUND_SALE,OUT,5,51.57,SO-37021,Xuat ban hang khach le & doanh nghiep
MOV-01144,2024-07-09 10:30:00,WH-HN01,PROD-040,OUTBOUND_SALE,OUT,14,140.66,SO-14931,Xuat ban hang khach le & doanh nghiep
MOV-01145,2024-07-09 14:30:00,WH-HCM01,PROD-006,INBOUND_PO,IN,60,57.46,PO-2024-039,Nhap hang theo don mua nha cung cap
MOV-01146,2024-07-09 19:30:00,WH-HCM01,PROD-016,OUTBOUND_SALE,OUT,6,56.02,SO-25401,Xuat ban hang khach le & doanh nghiep
MOV-01147,2024-07-10 06:30:00,WH-HN01,PROD-008,OUTBOUND_SALE,OUT,5,83.24,SO-99816,Xuat ban hang khach le & doanh nghiep
MOV-01148,2024-07-10 12:30:00,WH-HN01,PROD-043,OUTBOUND_SALE,OUT,3,149.1,SO-17081,Xuat ban hang khach le & doanh nghiep
MOV-01149,2024-07-10 17:30:00,WH-DN01,PROD-017,OUTBOUND_SALE,OUT,8,74.18,SO-90847,Xuat ban hang khach le & doanh nghiep
MOV-01150,2024-07-10 23:30:00,WH-HCM01,PROD-004,OUTBOUND_SALE,OUT,11,110.28,SO-33053,Xuat ban hang khach le & doanh nghiep
MOV-01151,2024-07-11 03:30:00,WH-DN01,PROD-033,INBOUND_PO,IN,27,159.31,PO-2024-010,Nhap hang theo don mua nha cung cap
MOV-01152,2024-07-11 07:30:00,WH-HCM01,PROD-038,INBOUND_PO,IN,40,99.09,PO-2024-055,Nhap hang theo don mua nha cung cap
MOV-01153,2024-07-11 11:30:00,WH-DN01,PROD-015,INBOUND_PO,IN,27,127.1,PO-2024-043,Nhap hang theo don mua nha cung cap
MOV-01154,2024-07-11 15:30:00,WH-HCM01,PROD-027,OUTBOUND_SALE,OUT,6,40.94,SO-59221,Xuat ban hang khach le & doanh nghiep
MOV-01155,2024-07-11 19:30:00,WH-HCM01,PROD-032,OUTBOUND_SALE,OUT,3,94.58,SO-67129,Xuat ban hang khach le & doanh nghiep
MOV-01156,2024-07-11 23:30:00,WH-HCM01,PROD-030,OUTBOUND_SALE,OUT,5,27.83,SO-60768,Xuat ban hang khach le & doanh nghiep
MOV-01157,2024-07-12 04:30:00,WH-HCM01,PROD-013,OUTBOUND_SALE,OUT,1,110.02,SO-57001,Xuat ban hang khach le & doanh nghiep
MOV-01158,2024-07-12 09:30:00,WH-HN01,PROD-003,OUTBOUND_SALE,OUT,14,22.23,SO-84536,Xuat ban hang khach le & doanh nghiep
MOV-01159,2024-07-12 12:30:00,WH-HN01,PROD-030,OUTBOUND_SALE,OUT,10,27.83,SO-64817,Xuat ban hang khach le & doanh nghiep
MOV-01160,2024-07-12 16:30:00,WH-HN01,PROD-019,INBOUND_PO,IN,58,145.49,PO-2024-021,Nhap hang theo don mua nha cung cap
MOV-01161,2024-07-12 23:30:00,WH-HCM01,PROD-032,OUTBOUND_SALE,OUT,6,94.58,SO-87539,Xuat ban hang khach le & doanh nghiep
MOV-01162,2024-07-13 05:30:00,WH-DN01,PROD-001,INBOUND_PO,IN,47,108.8,PO-2024-032,Nhap hang theo don mua nha cung cap
MOV-01163,2024-07-13 13:30:00,WH-HN01,PROD-027,TRANSFER_OUT,OUT,4,40.94,TRF-8711,Dieu chuyen xuat sang WH-DN01
MOV-01165,2024-07-13 19:30:00,WH-DN01,PROD-045,OUTBOUND_SALE,OUT,4,51.57,SO-69302,Xuat ban hang khach le & doanh nghiep
