record_id,employee_id,course_name,training_type,start_date,end_date,score,completion_status,training_cost
TRG0372,EMP044,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-06-07,2025-06-19,94.2,Completed,2000000.0
TRG0373,EMP221,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-17,2025-10-07,97.2,Completed,2000000.0
TRG0374,EMP097,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-09-04,2025-09-17,,In Progress,1800000.0
TRG0375,EMP193,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-05-17,2025-05-21,85.2,Completed,2000000.0
TRG0376,EMP147,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-05-09,2025-06-01,86.1,Completed,3500000.0
TRG0377,EMP033,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-19,2025-10-07,,Dropped,2000000.0
TRG0378,EMP185,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-06-01,2025-06-06,76.7,Completed,3500000.0
TRG0379,EMP059,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-08-05,2025-08-17,,In Progress,4000000.0
TRG0380,EMP104,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-04-05,2025-04-19,70.1,Completed,6500000.0
TRG0381,EMP009,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-08-20,2025-09-02,90.1,Completed,5000000.0
TRG0382,EMP184,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-02-04,2025-02-17,73.0,Completed,2000000.0
TRG0383,EMP242,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-09-06,2025-09-14,95.1,Completed,4500000.0
TRG0384,EMP067,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-07-14,2025-08-07,30.3,Dropped,4000000.0
TRG0385,EMP017,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-04-20,2025-05-02,75.9,Completed,2000000.0
TRG0386,EMP136,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-10,2025-09-18,82.8,Completed,2000000.0
TRG0387,EMP063,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-08-14,2025-09-04,91.3,Completed,1800000.0
TRG0388,EMP022,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-05-20,2025-05-23,70.5,Completed,1800000.0
TRG0389,EMP197,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-06-15,2025-06-25,65.3,Completed,2500000.0
TRG0390,EMP185,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-04-20,2025-05-13,66.3,Completed,5000000.0
TRG0391,EMP249,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-08-10,2025-08-27,93.5,Completed,3500000.0
TRG0392,EMP166,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-06-05,2025-06-22,73.2,Completed,2000000.0
TRG0393,EMP189,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-07-09,2025-07-13,74.4,Completed,1800000.0
TRG0394,EMP165,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-03-13,2025-04-03,88.9,Completed,5000000.0
TRG0395,EMP192,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-08-15,2025-09-01,73.8,Completed,3500000.0
TRG0396,EMP147,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-05-10,2025-05-20,78.2,Completed,5000000.0
TRG0397,EMP005,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-07-07,2025-07-28,,In Progress,2000000.0
TRG0398,EMP203,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-04-17,2025-05-07,72.3,Completed,1800000.0
TRG0399,EMP117,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-05-17,2025-05-23,,In Progress,5000000.0
TRG0400,EMP064,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-08,2025-09-19,85.8,Completed,3500000.0
TRG0401,EMP215,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-02-06,2025-02-16,68.3,Completed,5000000.0
TRG0402,EMP046,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-06-16,2025-06-27,83.8,Completed,2500000.0
TRG0403,EMP096,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-09-06,2025-09-10,76.4,Completed,5000000.0
TRG0404,EMP083,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-08-02,2025-08-09,69.4,Completed,4500000.0
TRG0405,EMP025,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-03,2025-09-17,,In Progress,3500000.0
TRG0406,EMP084,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-02-19,2025-03-02,88.0,Completed,4000000.0
TRG0407,EMP070,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-04-10,2025-04-23,67.3,Completed,2500000.0
TRG0408,EMP152,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-07-12,2025-07-17,72.7,Completed,2500000.0
TRG0409,EMP206,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-17,2025-09-22,92.9,Completed,3500000.0
TRG0410,EMP211,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-02-12,2025-02-22,75.2,Completed,1800000.0
TRG0411,EMP247,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-03-20,2025-04-10,87.8,Completed,2000000.0
TRG0412,EMP220,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-07-16,2025-07-22,,In Progress,1800000.0
TRG0413,EMP101,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-05-06,2025-05-25,69.3,Completed,6500000.0
TRG0414,EMP072,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-05-01,2025-05-17,78.5,Completed,6500000.0
TRG0415,EMP217,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-07-14,2025-07-24,65.3,Completed,4500000.0
TRG0416,EMP200,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-14,2025-09-19,74.5,Completed,3500000.0
TRG0417,EMP015,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-08-17,2025-09-03,78.9,Completed,1800000.0
TRG0418,EMP115,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-03-10,2025-03-19,87.9,Completed,4000000.0
TRG0419,EMP109,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-02-19,2025-02-23,67.6,Completed,3500000.0
TRG0420,EMP073,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-03-02,2025-03-11,81.0,Completed,6500000.0
TRG0421,EMP132,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-05-02,2025-05-13,94.6,Completed,4500000.0
TRG0422,EMP169,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-08-08,2025-08-28,78.5,Completed,4500000.0
TRG0423,EMP131,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-07-03,2025-07-22,76.7,Completed,4000000.0
TRG0424,EMP108,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-07-02,2025-07-23,97.8,Completed,3500000.0
TRG0425,EMP195,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-08-16,2025-08-24,65.4,Completed,2500000.0
TRG0426,EMP244,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-09-06,2025-09-09,97.5,Completed,2500000.0
TRG0427,EMP029,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-09-05,2025-09-14,76.6,Completed,2000000.0
TRG0428,EMP073,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-17,2025-09-27,88.5,Completed,3500000.0
TRG0429,EMP008,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-02-13,2025-03-02,,Dropped,5000000.0
TRG0430,EMP154,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-03-09,2025-03-23,,Dropped,1800000.0
TRG0431,EMP053,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-09-03,2025-09-14,73.7,Completed,6500000.0
TRG0432,EMP010,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-08-17,2025-09-08,79.8,Completed,6500000.0
TRG0433,EMP018,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-09-04,2025-09-09,76.7,Completed,1800000.0
TRG0434,EMP012,Tư duy Dịch vụ Khách hàng Xuất sắc,Kỹ năng mềm,2025-07-13,2025-07-22,48.8,Dropped,1800000.0
TRG0435,EMP129,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-09-07,2025-09-28,,In Progress,3500000.0
TRG0436,EMP005,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-04-12,2025-05-03,76.4,Completed,3500000.0
TRG0437,EMP085,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-05-16,2025-06-06,73.0,Completed,5000000.0
TRG0438,EMP174,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-03-13,2025-04-03,80.9,Completed,5000000.0
TRG0439,EMP152,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-08-04,2025-08-18,80.9,Completed,2500000.0
TRG0440,EMP040,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-03-05,2025-03-16,69.6,Completed,3500000.0
TRG0441,EMP096,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-07-11,2025-07-14,97.9,Completed,2000000.0
TRG0442,EMP076,Phân tích Dữ liệu với SQL & Power BI,Kỹ thuật,2025-02-19,2025-03-12,,In Progress,3500000.0
TRG0443,EMP216,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-09-13,2025-10-02,81.8,Completed,5000000.0
TRG0444,EMP035,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-08-04,2025-08-19,71.7,Completed,2000000.0
TRG0445,EMP204,An toàn Thông tin & Tuân thủ ISO 27001,Tuân thủ,2025-05-17,2025-05-27,67.0,Completed,2000000.0
TRG0446,EMP008,Ứng dụng AI & Prompt Engineering trong Giáo dục,Kỹ thuật,2025-06-08,2025-06-21,75.1,Completed,4500000.0
TRG0447,EMP240,Quản trị Dự án Agile/Scrum Chuẩn Quốc tế,Lãnh đạo,2025-02-16,2025-02-27,97.7,Completed,5000000.0
TRG0448,EMP145,Kỹ năng Lãnh đạo Đội ngũ Hiệu suất cao,Lãnh đạo,2025-07-09,2025-07-25,70.0,Completed,6500000.0
TRG0449,EMP159,Python Nâng cao cho Tự động hóa Quy trình,Kỹ thuật,2025-05-12,2025-05-18,91.3,Completed,4000000.0
TRG0450,EMP041,Kỹ năng Trình bày & Giảng dạy Truyền cảm hứng,Kỹ năng mềm,2025-07-05,2025-07-22,85.9,Completed,2500000.0
